化学式,dHmix,dSmix,dGmix,电子数差,原子尺寸差,电子浓度,元素种类,密度,熔点,硬度
Al0.5CoCrCuFeNi,-1.52,14.7,437.30038,0.11,3.82,8.27,6,7.62,1693,16.36
Al0.5CoCrCuFeNi,-1.52,14.7,437.30038,0.11,3.82,8.27,6,7.62,1693,16.36
Al0.5CoCrCuFeNi,-1.52,14.7,437.30038,0.11,3.82,8.27,6,7.62,1693,16.36
Al0.5CoCrCuFeNi,-1.52,14.7,437.30038,0.11,3.82,8.27,6,7.62,1693,16.36
Al0.5CoCrCuFeNi,-1.52,14.7,437.30038,0.11,3.82,8.27,6,7.62,1693,16.36
Al0.5CoCrCuFeNi,-1.52,14.7,437.30038,0.11,3.82,8.27,6,7.62,1693,16.36
Al0.5CoCrCuFeNi,-1.52,14.7,437.30038,0.11,3.82,8.27,6,7.62,1693,16.36
Al0.5CoCrCuFeNi,-1.52,14.7,437.30038,0.11,3.82,8.27,6,7.62,1693,16.36
Al0.5CoCrCuFeNi,-1.52,14.7,437.30038,0.11,3.82,8.27,6,7.62,1693,16.36
Al0.5CoCrCuFeNi,-1.52,14.7,437.30038,0.11,3.82,8.27,6,7.62,1693,16.36
Al0.5CoCrCuFeNi,-1.52,14.7,437.30038,0.11,3.82,8.27,6,7.62,1693,16.36
Al0.5CoCrFeMnNi,-2.650887574,16.00634718,348.1272116,0.13887545,4.425912803,8.076923077,6,7.600796932,1354.62436,9.828678437
Al0.5CoCrFeMnNi,-2.650887574,16.00634718,348.1272116,0.13887545,4.425912803,8.076923077,6,7.600796932,1354.62436,9.828678437
Al0.5CoCrFeMnNi,-2.650887574,16.00634718,348.1272116,0.13887545,4.425912803,8.076923077,6,7.600796932,1354.62436,9.828678437
Al0.5CoCrFeMnNi,-2.650887574,16.00634718,348.1272116,0.13887545,4.425912803,8.076923077,6,7.600796932,1354.62436,9.828678437
Al0.5CoCrFeMnNi,-2.650887574,16.00634718,348.1272116,0.13887545,4.425912803,8.076923077,6,7.600796932,1354.62436,9.828678437
Al0.5CoCrFeNi,-9.09,13.15,459.275785,0.11,4.22,7.67,5,7.33,1767.5,2.56
Al0.5CoCrFeNi,-9.09,13.15,459.275785,0.11,4.22,7.67,5,7.33,1767.5,2.56
Al0.5CoCrFeNi,-9.09,13.15,459.275785,0.11,4.22,7.67,5,7.33,1767.5,2.56
Al0.5CoCrFeNi,-9.09,13.15,459.275785,0.11,4.22,7.67,5,7.33,1767.5,2.56
Al0.5CoCrFeNi,-9.09,13.15,459.275785,0.11,4.22,7.67,5,7.33,1767.5,2.56
Al0.5CoCrFeNi,-9.09,13.15,459.275785,0.11,4.22,7.67,5,7.33,1767.5,2.56
Al0.5CoCrFeNi,-9.09,13.15,459.275785,0.11,4.22,7.67,5,7.33,1767.5,2.56
Al0.5CoCrFeNi,-9.09,13.15,459.275785,0.11,4.22,7.67,5,7.33,1767.5,2.56
Al0.5CoCrFeNi,-9.09,13.15,459.275785,0.11,4.22,7.67,5,7.33,1767.5,2.56
Al0.5CoCrFeNiTi0.5,-15.52,14.53423972,379.4703095,0.13163966,6.252018873,7.3,6,6.952532663,1468.224762,1.630770505
Al0.5Cr0.9FeNi2.5V0.2,-10.99730873,11.05609168,379.6347552,0.118924761,4.444703117,8.019607843,5,7.428940236,1449.33988,1.731696954
Al0.5Cr0.9FeNi2.5V0.2,-10.99730873,11.05609168,379.6347552,0.118924761,4.444703117,8.019607843,5,7.428940236,1449.33988,1.731696954
Al0.5Cr0.9FeNi2.5V0.2,-10.99730873,11.05609168,379.6347552,0.118924761,4.444703117,8.019607843,5,7.428940236,1449.33988,1.731696954
Al0.5Cr0.9FeNi2.5V0.2,-10.99730873,11.05609168,379.6347552,0.118924761,4.444703117,8.019607843,5,7.428940236,1449.33988,1.731696954
Al0.5Cr0.9FeNi2.5V0.2,-10.99730873,11.05609168,379.6347552,0.118924761,4.444703117,8.019607843,5,7.428940236,1449.33988,1.731696954
Al0.5CrNbTi2V0.5,-10.96,12.22898133,463.7034701,0.046861498,6.018491588,4.6,5,5.785823445,1778.243734,2.28891019
Al0.5CrNbTi2V0.5,-10.96,12.22898133,463.7034701,0.046861498,6.018491588,4.6,5,5.785823445,1778.243734,2.28891019
Al0.5CrNbTi2V0.5,-10.96,12.22898133,463.7034701,0.046861498,6.018491588,4.6,5,5.785823445,1778.243734,2.28891019
Al0.5CrNbTi2V0.5,-10.96,12.22898133,463.7034701,0.046861498,6.018491588,4.6,5,5.785823445,1778.243734,2.28891019
Al0.5HfNbTaTiZr,-8.987654321,13.14594406,563.7030986,0.101555799,4.697177857,4.333333333,6,8.318837085,2169.34111,3.572550786
Al0.5HfNbTiZr,-10.96296296,13.14594406,502.6094733,0.1331202,4.957906842,4.111111111,5,7.880052679,1934.241259,2.646934237
Al0.5NbTa0.8Ti1.5V0.2Zr,-8.62,13.78,587.1169034,0.1,4.23,4.3,6,7.56,2264.97,3.62
Al0.5NbTa0.8Ti1.5V0.2Zr,-8.62,13.78,587.1169034,0.1,4.23,4.3,6,7.56,2264.97,3.62
Al0.5NbTa0.8Ti1.5V0.2Zr,-8.62,13.78,587.1169034,0.1,4.23,4.3,6,7.56,2264.97,3.62
Al0.5NbTa0.8Ti1.5V0.2Zr,-8.62,13.78,587.1169034,0.1,4.23,4.3,6,7.56,2264.97,3.62
Al0.5NbTa0.8Ti1.5V0.2Zr,-8.62,13.78,587.1169034,0.1,4.23,4.3,6,7.56,2264.97,3.62
Al0.5NbTa0.8Ti1.5V0.2Zr,-8.62,13.78,587.1169034,0.1,4.23,4.3,6,7.56,2264.97,3.62
Al0.5NbTa0.8Ti1.5V0.2Zr,-8.62,13.78,587.1169034,0.1,4.23,4.3,6,7.56,2264.97,3.62
Al0.5NbTaTiV,-8.395061728,13.14594406,575.7847956,0.049615808,3.737504762,4.555555556,5,8.470881725,2215.832994,3.897533129
Al0.5NbTiVZr,-10.86,13.15,546.755116,0.11,5.76,4.33,5,6.07,2104.16,2.55
Al0.75CoCrCu0.25FeNiTi0.5,-14.38842975,15.54807926,355.3300781,0.132989312,6.381032408,7.272727273,7,6.784659882,1380.236222,1.786642495
Al0.75CoFeNi,-11.94666667,11.46807317,347.1629685,0.109390229,5.804983778,7.8,4,6.966082836,1327.466667,1.53649462
Al0.75HfNbTaTiZr,-11.55,14.86,597.7555038,0.12,4.23,4.22,6,9.1,2315.67,2.98
Al0.75HfNbTiZr,-15.64542936,13.33280622,487.503048,0.133767069,4.969833989,4.052631579,5,7.650199416,1877.475111,1.832731285
Al0.7Co0.3CrFeNi,-11.4,12.8,363.907673,0.12,5.54,7.2,5,6.79,1398.59,1.88
Al0.8CoCrFeNiTi0.2,-21.97777778,14.84171088,371.6384062,0.14400463,7.321195919,6.7,6,6.318504962,1439.660858,1.156670333
Al0.8CoCrFeNiTi1.2,-21.97777778,14.84171088,371.6384062,0.14400463,7.321195919,6.7,6,6.318504962,1439.660858,1.156670333
Al1.25HfNbTiZr,-22.31292517,13.34553197,461.6108101,0.133805287,4.95666278,3.952380952,5,7.2467001,1777.874752,1.226733662
Al1.2CoCrFeNiTi0.8,-20.86666667,14.84171088,353.391497,0.138610566,7.117831292,6.633333333,6,6.173342941,1368.975464,1.16798489
Al1.5CoCrFeNiTi0.5,-19.33333333,14.53497229,340.6359879,0.134316686,6.95835874,6.583333333,6,6.063594244,1317.993867,1.196236139
Al1.5HfNbTiZr,-24.66115702,13.2546386,450.3596584,0.133404251,4.937539432,3.909090909,5,7.068651913,1733.945573,1.07875419
Al1.8CoCrFeNiTi0.2,-17.2,13.8774309,328.7213675,0.129786577,6.792446097,6.533333333,6,5.953084994,1268.660498,1.243974921
Al10 (HfNbTiZr)90,-11.79,13.07655279,506.2105319,0.132898222,4.952975798,4.125,5,7.934060192,1947.582365,2.463063953
Al10Co25Cr8Fe15Ni36Ti6,-13.9748,13.30361728,369.6710207,0.122434105,5.655462385,8.07,6,7.388644866,1423.527704,1.615189543
Al10Co25Cr8Fe15Ni36Ti6,-13.9748,13.30361728,369.6710207,0.122434105,5.655462385,8.07,6,7.388644866,1423.527704,1.615189543
Al10Co25Cr8Fe15Ni36Ti6,-13.9748,13.30361728,369.6710207,0.122434105,5.655462385,8.07,6,7.388644866,1423.527704,1.615189543
Al10Co25Cr8Fe15Ni36Ti6,-13.9748,13.30361728,369.6710207,0.122434105,5.655462385,8.07,6,7.388644866,1423.527704,1.615189543
Al10Co25Cr8Fe15Ni36Ti6,-13.9748,13.30361728,369.6710207,0.122434105,5.655462385,8.07,6,7.388644866,1423.527704,1.615189543
Al10Co25Cr8Fe15Ni36Ti6,-13.9748,13.30361728,369.6710207,0.122434105,5.655462385,8.07,6,7.388644866,1423.527704,1.615189543
Al10Co25Cr8Fe15Ni36Ti6,-13.9748,13.30361728,369.6710207,0.122434105,5.655462385,8.07,6,7.388644866,1423.527704,1.615189543
Al10Co25Cr8Fe15Ni36Ti6,-13.9748,13.30361728,369.6710207,0.122434105,5.655462385,8.07,6,7.388644866,1423.527704,1.615189543
Al10Co25Cr8Fe15Ni36Ti6,-13.9748,13.30361728,369.6710207,0.122434105,5.655462385,8.07,6,7.388644866,1423.527704,1.615189543
Al10Co25Cr8Fe15Ni36Ti6,-13.9748,13.30361728,369.6710207,0.122434105,5.655462385,8.07,6,7.388644866,1423.527704,1.615189543
Al10Co25Cr8Fe15Ni36Ti6,-13.9748,13.30361728,369.6710207,0.122434105,5.655462385,8.07,6,7.388644866,1423.527704,1.615189543
Al10Co25Cr8Fe15Ni36Ti6,-13.9748,13.30361728,369.6710207,0.122434105,5.655462385,8.07,6,7.388644866,1423.527704,1.615189543
Al12(HfNbTiZr)88,-13.8336,13.19392083,499.7308796,0.133278806,4.961272793,4.1,5,7.836686778,1923.529714,2.095103099
Al12(HfNbTiZr)88,-13.8336,13.19392083,499.7308796,0.133278806,4.961272793,4.1,5,7.836686778,1923.529714,2.095103099
Al15Co30Cr15Fe40Ni5,-8.55,11.86,369.4746817,0.1,5.13,7.38,5,7.08,1414.89,2.34
Al18Cr28Nb18Ti18V18,-13.6656,13.22901807,437.5084867,0.040764691,6.31973639,4.74,5,5.878231664,1684.261071,1.894876656
Al18Cr28Nb18Ti18V18,-13.6656,13.22901807,437.5084867,0.040764691,6.31973639,4.74,5,5.878231664,1684.261071,1.894876656
Al19Co19Cr19Fe19Ni19Fe5,-11.6888,13.34191504,356.3513095,0.118057782,5.68775101,7.24,5,6.779539742,1372.431744,1.878311873
Al22.5Ti22.5Ni20Cu20Fe15,-19.955,13.29971261,314.8955816,0.157765451,7.168103603,6.975,5,5.896768301,1212.611429,0.990238037
Al22.5Ti22.5Ni20Cu20Fe15,-19.955,13.29971261,314.8955816,0.157765451,7.168103603,6.975,5,5.896768301,1212.611429,0.990238037
Al25Ti25Ni25Cu25,-23.25,11.52629192,317.4058316,0.166883193,6.924399486,7,4,5.758848377,1214,0.737261292
Al25Ti25Ni25Cu25,-23.25,11.52629192,317.4058316,0.166883193,6.924399486,7,4,5.758848377,1214,0.737261292
Al26.6Nb23.8Ti25.1V24.5,-16.988272,11.51925398,429.5054051,0.033543964,3.920845644,4.217,4,5.417762038,1642.654,1.299051066
Al2CoCrCuFeNi,-8.65,14.53,395.5124828,0.13,5.71,7.14,6,6.27,1530.24,2.57
Al2CoCrFeNi,-15.44444444,12.97646755,321.5421933,0.126622799,6.6780149,6.5,5,5.878985717,1236.648217,1.268536892
Al3(HfNbTiZr)97,-14.01996054,12.1095258,496.6971104,0.124723309,4.645486222,3.983957219,5,8.023425953,1903.906733,1.88039935
Al3(HfNbTiZr)97,-14.01996054,12.1095258,496.6971104,0.124723309,4.645486222,3.983957219,5,8.023425953,1903.906733,1.88039935
Al40Cu15Cr15Fe15Si15,-15.87,12.51150515,280.5590422,0.128874939,8.027943668,5.55,5,4.514533752,1077.110574,1.064511161
Al5(HfNbTiZr)95,-6.2225,12.6005248,522.6054196,0.131569314,4.920843689,4.1875,5,8.174381019,2006.961196,4.617211355
Al5(HfNbTiZr)95,-6.2225,12.6005248,522.6054196,0.131569314,4.920843689,4.1875,5,8.174381019,2006.961196,4.617211355
Al58.5Mg31.5Zn4.5Cu4.5Si1,-2.7,8.34,171.4606613,0.16,6.19,3.46,5,2.66,647.8627721,2.92
Al5Nb24Ti40V5Zr26,-6.8576,11.29799536,491.5373168,0.109284766,5.289095698,4.24,5,6.068935026,1878.25911,3.544477681
Al5Nb24Ti40V5Zr26,-6.8576,11.29799536,491.5373168,0.109284766,5.289095698,4.24,5,6.068935026,1878.25911,3.544477681
Al5Nb24Ti40V5Zr26,-6.8576,11.29799536,491.5373168,0.109284766,5.289095698,4.24,5,6.068935026,1878.25911,3.544477681
Al5Nb24Ti40V5Zr26,-6.8576,11.29799536,491.5373168,0.109284766,5.289095698,4.24,5,6.068935026,1878.25911,3.544477681
Al60Cu10Fe10Cr5Mn5Ni5Mg5,-7.91,11.35887596,218.7718581,0.141438149,6.79109952,4.95,7,4.132065906,836.1826485,1.593017946
Al65Cu5Cr5Si15Mn5Ti5,-10.93333333,13.28429997,322.9759259,0.153899759,5.975627732,7.377777778,6,6.427991268,1243.616998,1.842913517
Al65Cu5Mg5Ni5Si15Zn5,-13.2244898,9.380428289,192.2427714,0.146292039,8.199725945,4.238095238,6,3.181657904,729.2933324,0.71105562
Al70Cr5Cu5Mg5Si10Zn5,-8.69,8.971948351,189.2030277,0.127400942,7.416174014,4.05,6,3.189401967,716.6349049,1.021898624
Al70Cu5Mg5Mn5Si10Zn5,-13.06,8.971948351,186.6775648,0.128913731,7.042966472,4.1,5,3.201567018,707.0863252,0.673401966
Al70Cu5Mg5Si10Zn5Zr5,-15.22,8.971948351,196.1783876,0.144370184,7.600568278,3.95,6,3.274886342,743.0786477,0.599050653
Al80Li5Mg5Zn5Sn5,-0.53,6.47,233.346485,0.17,3.36,3.35,5,3.05,875.5,10.68
Al80Mg14Zn2.7Cu2.7Si0.60,-1.47506,5.649761888,174.3252931,0.120148564,4.811561816,3.325,5,2.770112343,652.0539103,3.543707911
Al84.8Mg10Zn2Cu2Si1.2,-1.652033581,4.788470698,176.1517502,0.105966377,4.474232394,3.24975223,5,2.752347554,656.7704328,2.695403287
Al85.1Mg10Zn2Cu2Si0.9,-1.429225838,4.689506614,175.9338749,0.10476355,4.342453637,3.247514911,4,2.753851129,655.7153317,3.047747949
Al85.7Mg10Zn2Cu2Si0.3,-0.975476,4.460017456,175.5157465,0.102267781,4.061900885,3.243,4,2.756890625,653.5962368,4.237217925
Al86Mg10Zn2Cu2,-0.7424,4.293979962,177.7644122,0.100828766,3.906426222,3.24,4,2.758252995,661.56,5.406285035
Al8Co17Cr17Cu8Fe17Ni33,-5.1292,13.91569271,365.6751229,0.108064795,3.985354213,8.33,6,7.736324934,1411.433429,4.570331696
Al8Co17Cr17Cu8Fe17Ni33,-5.1292,13.91569271,365.6751229,0.108064795,3.985354213,8.33,6,7.736324934,1411.433429,4.570331696
Al8Co17Cr17Cu8Fe17Ni33,-5.1292,13.91569271,365.6751229,0.108064795,3.985354213,8.33,6,7.736324934,1411.433429,4.570331696
Al8Co17Cr17Cu8Fe17Ni33,-5.1292,13.91569271,365.6751229,0.108064795,3.985354213,8.33,6,7.736324934,1411.433429,4.570331696
Al8Co17Cr17Cu8Fe17Ni33,-5.1292,13.91569271,365.6751229,0.108064795,3.985354213,8.33,6,7.736324934,1411.433429,4.570331696
Al8Co17Cr17Cu8Fe17Ni33,-5.1292,13.91569271,365.6751229,0.108064795,3.985354213,8.33,6,7.736324934,1411.433429,4.570331696
Al9.5Co25Cr8Fe15Ni36Ti6Hf0.5,-14.2653,13.46867203,366.4755972,0.126940685,5.828183,8.075,7,7.474871348,1412.121864,1.591159948
Al9.5Co25Cr8Fe15Ni36Ti6Hf0.5,-14.2653,13.46867203,366.4755972,0.126940685,5.828183,8.075,7,7.474871348,1412.121864,1.591159948
Al9.5Co25Cr8Fe15Ni36Ti6Hf0.5,-14.2653,13.46867203,366.4755972,0.126940685,5.828183,8.075,7,7.474871348,1412.121864,1.591159948
Al90Mg7.1Zn1.35Cu1.35Si0.3,-0.769115999,3.466071806,176.7898542,0.086814558,3.487370173,3.161338661,4,2.734147962,655.9123169,4.186880402
AlC0.2CoCrFeNi,-18.13609467,14.22238699,355.0024357,0.189783433,9.668804706,7.076923077,6,6.602336832,1371.913775,1.290064594
AlC0.4CoCrFeNi,-23.07270233,14.58583089,356.5231819,0.233101001,12.16929417,6.962962963,6,6.485970566,1379.74731,1.044909274
AlC0.5CoCrFeNi,-25.25619835,14.69798576,357.372386,0.249938835,13.17225701,6.909090909,6,6.430095303,1383.64249,0.964179648
AlCCoCrFeNi,-33.88888889,14.8975162,362.0595488,0.308040401,16.85609558,6.666666667,6,6.171507923,1402.905669,0.736792126
AlCoCrCuFeNi,-4.78,14.9,420.623371,0.12,4.82,7.83,6,7.07,1629.71,5.08
AlCoCrCuFeNi,-4.78,14.9,420.623371,0.12,4.82,7.83,6,7.07,1629.71,5.08
AlCoCrCuFeNi,-4.78,14.9,420.623371,0.12,4.82,7.83,6,7.07,1629.71,5.08
AlCoCrCuFeNi,-4.78,14.9,420.623371,0.12,4.82,7.83,6,7.07,1629.71,5.08
AlCoCrCuFeNi,-4.78,14.9,420.623371,0.12,4.82,7.83,6,7.07,1629.71,5.08
AlCoCrCuFeNi,-4.78,14.9,420.623371,0.12,4.82,7.83,6,7.07,1629.71,5.08
AlCoCrCuFeNi,-4.78,14.9,420.623371,0.12,4.82,7.83,6,7.07,1629.71,5.08
AlCoCrCuFeNi,-4.78,14.9,420.623371,0.12,4.82,7.83,6,7.07,1629.71,5.08
AlCoCrCuFeNi,-4.78,14.9,420.623371,0.12,4.82,7.83,6,7.07,1629.71,5.08
AlCoCrCuFeNi,-4.78,14.9,420.623371,0.12,4.82,7.83,6,7.07,1629.71,5.08
AlCoCrCuFeNi,-4.78,14.9,420.623371,0.12,4.82,7.83,6,7.07,1629.71,5.08
AlCoCrCuFeNi,-4.78,14.9,420.623371,0.12,4.82,7.83,6,7.07,1629.71,5.08
AlCoCrCuFeNi,-4.78,14.9,420.623371,0.12,4.82,7.83,6,7.07,1629.71,5.08
AlCoCrCuFeNi,-4.78,14.9,420.623371,0.12,4.82,7.83,6,7.07,1629.71,5.08
AlCoCrCuFeNi,-4.78,14.9,420.623371,0.12,4.82,7.83,6,7.07,1629.71,5.08
AlCoCrCuFeNi,-4.78,14.9,420.623371,0.12,4.82,7.83,6,7.07,1629.71,5.08
AlCoCrCuFeNi,-4.78,14.9,420.623371,0.12,4.82,7.83,6,7.07,1629.71,5.08
AlCoCrCuMnFe,-3.777777778,14.8975162,325.6312823,0.137042167,5.337100511,7.333333333,7,6.873171571,1261.650238,6.052423608
AlCoCrCuMnTi,-12.88888889,14.8975162,327.2807507,0.146969385,6.364112905,6.666666667,7,6.225147655,1268.076288,1.781413727
AlCoCrFeMo0.05Ni2,-11.94453931,13.2671945,361.0007326,0.124400344,5.422491548,7.652892562,6,7.083622569,1389.938697,1.847247569
AlCoCrFeMo0.05Ni2,-11.94453931,13.2671945,361.0007326,0.124400344,5.422491548,7.652892562,6,7.083622569,1389.938697,1.847247569
AlCoCrFeMo0.05Ni2,-11.94453931,13.2671945,361.0007326,0.124400344,5.422491548,7.652892562,6,7.083622569,1389.938697,1.847247569
AlCoCrFeMo0.1Ni,-12.13,13.92,442.4602388,0.13,5.3,7.18,6,6.8,1707.86,1.96
AlCoCrFeMo0.2Ni,-11.95,14.22,447.8611838,0.14,5.35,7.15,6,6.89,1730.71,2.06
AlCoCrFeMo0.3Ni,-11.77643289,14.43271079,370.8521057,0.146647598,5.770073848,7.132075472,6,6.969186113,1434.303168,2.09258423
AlCoCrFeMo0.5Ni,-11.44,14.7,463.448501,0.16,5.47,7.09,6,7.11,1794.27,2.31
AlCoCrFeNb0.1Ni,-13.31795463,13.9216461,359.076864,0.12190182,5.918861194,7.156862745,6,6.777073377,1386.029271,1.734388445
AlCoCrFeNb0.25Ni,-14.65759637,14.33614554,366.6265111,0.123615232,6.098683245,7.095238095,6,6.849513582,1417.442609,1.653516789
AlCoCrFeNi,-12.32,13.38,437.2111258,0.12,5.25,7.2,5,6.72,1684.09,1.83
AlCoCrFeNi,-12.32,13.38,437.2111258,0.12,5.25,7.2,5,6.72,1684.09,1.83
AlCoCrFeNi,-12.32,13.38,437.2111258,0.12,5.25,7.2,5,6.72,1684.09,1.83
AlCoCrFeNi,-12.32,13.38,437.2111258,0.12,5.25,7.2,5,6.72,1684.09,1.83
AlCoCrFeNi,-12.32,13.38,437.2111258,0.12,5.25,7.2,5,6.72,1684.09,1.83
AlCoCrFeNi,-12.32,13.38,437.2111258,0.12,5.25,7.2,5,6.72,1684.09,1.83
AlCoCrFeNi,-12.32,13.38,437.2111258,0.12,5.25,7.2,5,6.72,1684.09,1.83
AlCoCrFeNi,-12.32,13.38,437.2111258,0.12,5.25,7.2,5,6.72,1684.09,1.83
AlCoCrFeNi,-12.32,13.38,437.2111258,0.12,5.25,7.2,5,6.72,1684.09,1.83
AlCoCrFeNi,-12.32,13.38,437.2111258,0.12,5.25,7.2,5,6.72,1684.09,1.83
AlCoCrFeNi,-12.32,13.38,437.2111258,0.12,5.25,7.2,5,6.72,1684.09,1.83
AlCoCrFeNi,-12.32,13.38,437.2111258,0.12,5.25,7.2,5,6.72,1684.09,1.83
AlCoCrFeNi,-12.32,13.38,437.2111258,0.12,5.25,7.2,5,6.72,1684.09,1.83
AlCoCrFeNi,-12.32,13.38,437.2111258,0.12,5.25,7.2,5,6.72,1684.09,1.83
AlCoCrFeNi,-12.32,13.38,437.2111258,0.12,5.25,7.2,5,6.72,1684.09,1.83
AlCoCrFeNi,-12.32,13.38,437.2111258,0.12,5.25,7.2,5,6.72,1684.09,1.83
AlCoCrFeNi,-12.32,13.38,437.2111258,0.12,5.25,7.2,5,6.72,1684.09,1.83
AlCoCrFeNi ,-12.32,13.38,437.2111258,0.12,5.25,7.2,5,6.72,1684.09,1.83
AlCoCrFeNi ,-12.32,13.38,437.2111258,0.12,5.25,7.2,5,6.72,1684.09,1.83
AlCoCrFeNi ,-12.32,13.38,437.2111258,0.12,5.25,7.2,5,6.72,1684.09,1.83
AlCoCrFeNi ,-12.32,13.38,437.2111258,0.12,5.25,7.2,5,6.72,1684.09,1.83
AlCoCrFeNi ,-12.32,13.38,437.2111258,0.12,5.25,7.2,5,6.72,1684.09,1.83
AlCoCrFeNi ,-12.32,13.38,437.2111258,0.12,5.25,7.2,5,6.72,1684.09,1.83
AlCoCrFeNi ,-12.32,13.38,437.2111258,0.12,5.25,7.2,5,6.72,1684.09,1.83
AlCoCrFeNi ,-12.32,13.38,437.2111258,0.12,5.25,7.2,5,6.72,1684.09,1.83
AlCoCrFeNi ,-12.32,13.38,437.2111258,0.12,5.25,7.2,5,6.72,1684.09,1.83
AlCoCrFeNi ,-12.32,13.38,437.2111258,0.12,5.25,7.2,5,6.72,1684.09,1.83
AlCoCrFeNi ,-12.32,13.38,437.2111258,0.12,5.25,7.2,5,6.72,1684.09,1.83
AlCoCrFeNi ,-12.32,13.38,437.2111258,0.12,5.25,7.2,5,6.72,1684.09,1.83
AlCoCrFeNi2.1,-11.94,12.91,359.2352497,0.12,5.38,7.7,5,7.08,1381.25,1.79
AlCoCrFeNi2.1,-11.94,12.91,359.2352497,0.12,5.38,7.7,5,7.08,1381.25,1.79
AlCoCrFeNi2.1,-11.94,12.91,359.2352497,0.12,5.38,7.7,5,7.08,1381.25,1.79
AlCoCrFeNi2.1,-11.94,12.91,359.2352497,0.12,5.38,7.7,5,7.08,1381.25,1.79
AlCoCrFeNi2.1,-11.94,12.91,359.2352497,0.12,5.38,7.7,5,7.08,1381.25,1.79
AlCoCrFeNi2.1,-11.94,12.91,359.2352497,0.12,5.38,7.7,5,7.08,1381.25,1.79
AlCoCrFeNi2.1,-11.94,12.91,359.2352497,0.12,5.38,7.7,5,7.08,1381.25,1.79
AlCoCrFeNi2.1,-11.94,12.91,359.2352497,0.12,5.38,7.7,5,7.08,1381.25,1.79
AlCoCrFeNi2.1,-11.94,12.91,359.2352497,0.12,5.38,7.7,5,7.08,1381.25,1.79
AlCoCrFeNi2.1,-11.94,12.91,359.2352497,0.12,5.38,7.7,5,7.08,1381.25,1.79
AlCoCrFeNiC1.5,-15.38461538,14.78505343,376.5450366,0.122759205,5.146767188,6.692307692,6,6.571528178,1458.32155,1.66399346
AlCoCrFeNiSi,-27.33333333,14.8975162,353.1832478,0.119082138,6.611299931,6.666666667,6,5.656951884,1368.489663,0.894744639
AlCoCrFeNiSi0.2,-16.39053254,14.22238699,353.2127105,0.120529527,6.018496556,7.076923077,6,6.460047303,1364.990955,1.421447078
AlCoCrFeNiSi0.4,-19.83539095,14.58583089,352.9531903,0.120333328,6.213811095,6.962962963,6,6.224993453,1365.919783,1.205279731
AlCoCrFeNiSi0.6,-22.75510204,14.77893904,352.9166444,0.120010097,6.373344257,6.857142857,6,6.015254165,1366.81105,1.065118686
AlCoCrFeNiSi0.8,-25.23186683,14.87154905,353.0085298,0.119586088,6.504079923,6.75862069,6,5.826948949,1367.66699,0.967090169
AlCoCrFeNiTi,-21.56,14.9,445.693911,0.14,6.58,6.67,6,6.23,1726.91,1.19
AlCoCrFeNiTi,-21.56,14.9,445.693911,0.14,6.58,6.67,6,6.23,1726.91,1.19
AlCoCrFeNiTi0.2,-14.85207101,14.22238699,355.2780842,0.126774388,6.229766254,7.076923077,6,6.609062303,1372.966278,1.576325802
AlCoCrFeNiTi0.2,-14.85207101,14.22238699,355.2780842,0.126774388,6.229766254,7.076923077,6,6.609062303,1372.966278,1.576325802
AlCoCrFeNiTi0.2,-14.85207101,14.22238699,355.2780842,0.126774388,6.229766254,7.076923077,6,6.609062303,1372.966278,1.576325802
AlCoCrFeNiTi0.2,-14.85207101,14.22238699,355.2780842,0.126774388,6.229766254,7.076923077,6,6.609062303,1372.966278,1.576325802
AlCoCrFeNiTi0.4,-16.98216735,14.58583089,356.9526575,0.131697788,6.575134688,6.962962963,6,6.504571222,1381.385707,1.421065847
AlCoCrFeNiTi0.4,-16.98216735,14.58583089,356.9526575,0.131697788,6.575134688,6.962962963,6,6.504571222,1381.385707,1.421065847
AlCoCrFeNiTi0.4,-16.98216735,14.58583089,356.9526575,0.131697788,6.575134688,6.962962963,6,6.504571222,1381.385707,1.421065847
AlCoCrFeNiTi0.5,-17.92,14.7,441.016415,0.13,6.12,6.91,6,6.44,1707.45,1.4
AlCoCrFeNiTi0.5,-17.92,14.7,441.016415,0.13,6.12,6.91,6,6.44,1707.45,1.4
AlCoCrFeNiTi0.5,-17.92,14.7,441.016415,0.13,6.12,6.91,6,6.44,1707.45,1.4
AlCoCrFeNiTi0.5,-17.92,14.7,441.016415,0.13,6.12,6.91,6,6.44,1707.45,1.4
AlCoCrFeNiTi0.5,-17.92,14.7,441.016415,0.13,6.12,6.91,6,6.44,1707.45,1.4
AlCoCrFeNiTi0.5,-17.92,14.7,441.016415,0.13,6.12,6.91,6,6.44,1707.45,1.4
AlCoCrFeNiTi1.5,-23.91,14.79,450.1342398,0.15,6.84,6.46,6,6.06,1743.38,1.08
AlCoCrFeNiV0.2,-13.07692308,14.22238699,356.8175518,0.121601736,5.680701531,7.115384615,6,6.699123077,1378.908417,1.796769316
AlCoCrFeNiV0.5,-13.95041322,14.69798576,361.537126,0.122575664,5.543349113,7,6,6.663791786,1399.722249,1.762517863
AlCoCrFeNiV0.8,-14.57788347,14.87154905,366.2457299,0.123026635,5.415173375,6.896551724,6,6.632458546,1418.907162,1.72614297
AlCoCrFeNiV1.0,-14.88888889,14.8975162,369.2998715,0.123107902,5.334355642,6.833333333,6,6.613467917,1430.884178,1.705021574
